District Code,District,Building Code,School,AYP Phase,Grade,Title 1,Subgroup,"Participation ELA","Achievement ELA","Participation Math","Achievement Math","Attendance/Graduation"
79000,Tuscola ISD,01997,Highland Pines School,,No Grade,No,Students with Disabilities,Yes,No,Yes,No,-
79000,Tuscola ISD,01997,Highland Pines School,,No Grade,No,White,Yes,No,Yes,No,-
80000,Van Buren ISD,09764,Behavioral Education Center,,No Grade,No,All Students,-,No,-,No,-
80000,Van Buren ISD,06908,Bert Goens Learning Center,,No Grade,No,All Students,No,No,No,No,-
80000,Van Buren ISD,06908,Bert Goens Learning Center,,No Grade,No,Economically Disadvantaged,No,-,No,-,-
80000,Van Buren ISD,06908,Bert Goens Learning Center,,No Grade,No,Students with Disabilities,No,No,No,No,-
80000,Van Buren ISD,09768,Community-based Transition Center,,No Grade,No,All Students,-,No,-,No,-
82430,Van Buren Public Schools,00264,Belleville High School,,C,Yes,Students with Disabilities,Yes,No,Yes,Yes,Yes
82430,Van Buren Public Schools,09546,Van Buren Alternative Education School,Corrective Action,D-Alert,No,All Students,No,No,No,Yes,Yes
82430,Van Buren Public Schools,09546,Van Buren Alternative Education School,Corrective Action,D-Alert,No,Economically Disadvantaged,No,-,No,-,Yes
50220,Van Dyke Public Schools,02201,Lincoln High School,Identified for Restructuring - Implementation,D-Alert,No,All Students,No,Yes,No,Yes,Yes
50220,Van Dyke Public Schools,02201,Lincoln High School,Identified for Restructuring - Implementation,D-Alert,No,Black or African American,Yes,Yes,No,Yes,Yes
50220,Van Dyke Public Schools,02201,Lincoln High School,Identified for Restructuring - Implementation,D-Alert,No,Economically Disadvantaged,Yes,No,No,Yes,Yes
50220,Van Dyke Public Schools,02201,Lincoln High School,Identified for Restructuring - Implementation,D-Alert,No,Students with Disabilities,Yes,No,No,No,Yes
50220,Van Dyke Public Schools,02201,Lincoln High School,Identified for Restructuring - Implementation,D-Alert,No,White,No,Yes,No,Yes,Yes
50220,Van Dyke Public Schools,08595,Thompson Community Center,Identified for Restructuring - Implementation,No Grade,No,All Students,Yes,Yes,Yes,Yes,No
50220,Van Dyke Public Schools,04368,Washington  Elementary School,,B,Yes,Students with Disabilities,-,No,-,Yes,-
79150,Vassar Public Schools,07857,Pioneer Work and Learn Center,,No Grade,Yes,All Students,-,Yes,-,No,-
63290,Walled Lake Consolidated Schools,07792,Walled Lake Community Education Center,Identified for Restructuring - Planning,D-Alert,No,All Students,-,Yes,-,Yes,No
50230,Warren Consolidated Schools,08397,Butcher Community Center,Corrective Action,No Grade,No,All Students,Yes,No,No,Yes,No
50230,Warren Consolidated Schools,08397,Butcher Community Center,Corrective Action,No Grade,No,Economically Disadvantaged,Yes,-,No,-,No
50230,Warren Consolidated Schools,08397,Butcher Community Center,Corrective Action,No Grade,No,White,No,-,No,-,No
50230,Warren Consolidated Schools,00814,Cousino Senior High School,Corrective Action,B,No,Black or African American,Yes,Yes,No,Yes,Yes
50230,Warren Consolidated Schools,00645,Warren Mott High School,Identified for Restructuring - Implementation,C,No,Students with Disabilities,Yes,No,No,Yes,Yes
50240,Warren Woods Public Schools,07575,Warren Woods Enterprise H.S.,Identified for Restructuring - Planning,C,Yes,All Students,Yes,Yes,Yes,Yes,No
63300,Waterford School District,02803,Children's Village School,Corrective Action,No Grade,No,All Students,No,Yes,No,Yes,-
63300,Waterford School District,02803,Children's Village School,Corrective Action,No Grade,No,Black or African American,No,-,No,-,-
63300,Waterford School District,02803,Children's Village School,Corrective Action,No Grade,No,Students with Disabilities,No,-,No,-,-
63300,Waterford School District,02803,Children's Village School,Corrective Action,No Grade,No,White,No,-,No,-,-
63300,Waterford School District,04092,Kingsley Montgomery School,Identified for Improvement - Year Two,No Grade,No,White,Yes,-,No,-,-
63300,Waterford School District,00072,Waterford Alternative High School - Manley Campus,Identified for Improvement - Year Two,C,No,All Students,-,Yes,-,Yes,No
63300,Waterford School District,04393,Waterford Kettering High School,Identified for Improvement - Year Two,B,No,Students with Disabilities,Yes,No,Yes,No,Yes
63300,Waterford School District,05535,Waterford Mott High School,Corrective Action,C,No,Black or African American,No,Yes,No,Yes,Yes
63300,Waterford School District,05535,Waterford Mott High School,Corrective Action,C,No,Students with Disabilities,Yes,No,Yes,No,Yes
70907,Wavecrest Career Academy,09700,Wavecrest Career Academy,Identified for Improvement - Year Two,D-Alert,Yes,All Students,No,Yes,No,Yes,Yes
33215,Waverly Community Schools,04403,Waverly Senior High School,Identified for Improvement - Year Two,B,No,Students with Disabilities,Yes,No,Yes,No,Yes
82160,Wayne-Westland Community School District,02029,Kettering Elementary School,,B,Yes,Students with Disabilities,Yes,No,Yes,Yes,Yes
82160,Wayne-Westland Community School District,02181,Lincoln Elementary School,,B,Yes,Students with Disabilities,Yes,No,Yes,Yes,Yes
61903,WayPoint Academy,08800,WayPoint Academy,,C,Yes,All Students,Yes,Yes,Yes,Yes,No
61903,WayPoint Academy,08800,WayPoint Academy,,C,Yes,Economically Disadvantaged,Yes,Yes,Yes,Yes,No
61903,WayPoint Academy,08800,WayPoint Academy,,C,Yes,White,Yes,Yes,Yes,Yes,No
63160,West Bloomfield School District,01401,Ealy Elementary School,,B,Yes,All Students,Yes,Yes,Yes,Yes,No
63160,West Bloomfield School District,01401,Ealy Elementary School,,B,Yes,Black or African American,Yes,Yes,Yes,Yes,No
63160,West Bloomfield School District,01401,Ealy Elementary School,,B,Yes,Economically Disadvantaged,Yes,Yes,Yes,Yes,No
63160,West Bloomfield School District,01401,Ealy Elementary School,,B,Yes,Limited English Proficient,Yes,Yes,Yes,Yes,No
63160,West Bloomfield School District,01401,Ealy Elementary School,,B,Yes,Students with Disabilities,Yes,Yes,Yes,Yes,No
63160,West Bloomfield School District,01401,Ealy Elementary School,,B,Yes,White,Yes,Yes,Yes,Yes,No
63160,West Bloomfield School District,08529,Laker Academy,Identified for Restructuring - Planning,No Grade,No,All Students,No,No,No,Yes,Yes
63160,West Bloomfield School District,03271,Roosevelt Elementary School,,B,Yes,Black or African American,Yes,Yes,Yes,Yes,No
63160,West Bloomfield School District,03271,Roosevelt Elementary School,,B,Yes,Students with Disabilities,Yes,Yes,Yes,Yes,No
63160,West Bloomfield School District,07372,Scotch Elementary School,,B,No,All Students,Yes,Yes,Yes,Yes,No
63160,West Bloomfield School District,07372,Scotch Elementary School,,B,No,"Asian, Native Hawaiian, or Pacific Islander",Yes,Yes,Yes,Yes,No
63160,West Bloomfield School District,07372,Scotch Elementary School,,B,No,Economically Disadvantaged,Yes,Yes,Yes,Yes,No
63160,West Bloomfield School District,07372,Scotch Elementary School,,B,No,White,Yes,Yes,Yes,Yes,No
70902,West MI Academy of Arts and Academics,08332,West MI Academy of Arts and Academics,,B,Yes,Economically Disadvantaged,No,Yes,No,Yes,Yes
38010,Western School District,00236,Bean Elementary School,,B,No,Students with Disabilities,-,No,-,Yes,Yes
38010,Western School District,04598,Western Middle School,,B,No,Students with Disabilities,Yes,No,Yes,Yes,Yes
38010,Western School District,07261,Woodville Community Center,Identified for Restructuring - Planning,C,No,All Students,Yes,Yes,Yes,Yes,No
82240,Westwood Community Schools,09767,Westwood Alternative Education,Identified for Improvement - Year One,No Grade,No,All Students,No,Yes,No,Yes,-
82240,Westwood Community Schools,09935,Westwood Cyber High School,,No Grade,No,All Students,No,Yes,No,Yes,-
83000,Wexford-Missaukee ISD,08873,Wexford-Missaukee ISD Special Education,,No Grade,No,All Students,Yes,No,Yes,No,-
62090,White Cloud Public Schools,07756,White Cloud Junior High School,,B,Yes,Students with Disabilities,Yes,No,Yes,Yes,Yes
62090,White Cloud Public Schools,09161,White Cloud Upper Elementary School,,B,Yes,Students with Disabilities,Yes,No,Yes,No,Yes
35040,Whittemore-Prescott Area Schools,05551,Whittemore-Prescott Elementary School,,B,Yes,Students with Disabilities,-,No,-,Yes,-
41917,William C. Abney Academy,08600,William C. Abney Academy,,B,Yes,Students with Disabilities,No,Yes,Yes,Yes,Yes
81150,Willow Run Community Schools,04550,Willow Run High School,Identified for Restructuring - Implementation,D-Alert,Yes,All Students,Yes,Yes,Yes,Yes,No
81150,Willow Run Community Schools,04550,Willow Run High School,Identified for Restructuring - Implementation,D-Alert,Yes,Black or African American,Yes,Yes,Yes,Yes,No
81150,Willow Run Community Schools,04550,Willow Run High School,Identified for Restructuring - Implementation,D-Alert,Yes,Economically Disadvantaged,Yes,Yes,Yes,Yes,No
81150,Willow Run Community Schools,04550,Willow Run High School,Identified for Restructuring - Implementation,D-Alert,Yes,White,Yes,Yes,Yes,Yes,No
81150,Willow Run Community Schools,09404,Willow Run Middle School,,C,Yes,Students with Disabilities,Yes,No,Yes,Yes,Yes
56901,Windover High School,04561,Windover High School,Identified for Restructuring - Implementation,B,Yes,All Students,-,Yes,-,Yes,No
82365,Woodhaven-Brownstown School District,06288,Woodhaven High School,Identified for Improvement - Year Two,B,No,Students with Disabilities,Yes,Yes,No,-,Yes
82170,Wyandotte City School District,00008,Jo Brighton Skills Center,,No Grade,No,All Students,No,No,No,No,-
82170,Wyandotte City School District,00008,Jo Brighton Skills Center,,No Grade,No,Students with Disabilities,No,-,No,-,-
82170,Wyandotte City School District,06726,Madison School,Identified for Improvement - Year One,No Grade,No,All Students,Yes,No,Yes,No,-
82170,Wyandotte City School District,06726,Madison School,Identified for Improvement - Year One,No Grade,No,Economically Disadvantaged,No,No,No,No,-
82170,Wyandotte City School District,06726,Madison School,Identified for Improvement - Year One,No Grade,No,Students with Disabilities,Yes,No,Yes,No,-
82170,Wyandotte City School District,06726,Madison School,Identified for Improvement - Year One,No Grade,No,White,Yes,No,Yes,No,-
82170,Wyandotte City School District,08828,The Lincoln Center,,No Grade,No,Economically Disadvantaged,Yes,No,Yes,No,-
82170,Wyandotte City School District,08828,The Lincoln Center,,No Grade,No,White,Yes,Yes,Yes,No,-
41026,Wyoming Public Schools,09885,Innovations Academy,,No Grade,Yes,All Students,-,Yes,-,Yes,No
