DistCode,BldgCode,SchName,Address,City,Zip5,Zip4,AreaCode,Phone3,Phone4,BldgType,Denom,ISDCode,CountyCode,Admin,CntEmail,SchUpdated,MeetReq,SpEdCount,PrtTimeCnt,NeedyCount,InstrHours,InstrDays,ReligYes,ReligNo,CrtPrmYES,CrtPrmNO,CrimCkYES,CrimCkNO,MICert,MIPermits,NoHSDipl,HSDiploma,Bachelors,OtherCert,TotalTeach,Pre_K,Grade_K,Grade_1,Grade_2,Grade_3,Grade_4,Grade_5,Grade_6,Grade_7,Grade_8,Grade_9,Grade_10,Grade_11,Grade_12,tot_all,EngRead,Math,SocStudies,Science,USConst,MIConst,History,TCountPrK,TCountK8,TCount9_12,TotTCount,PCountPrK,PCountK8,PCount9_12,TotPCount,OCountPrK,OCountK8,OCount9_12,TotOCounts
13120,00222,BATTLE CREEK CHRISTIAN SCH,1035 WAGNER DRIVE,BATTLE CREEK,49017,,269,963,0649,Elementary School (Pre-K or K through 6-8),Christian (CSI),13,13,GAIL SHIREY-VADER,GAIL.VADER@BCCHRISTIAN.ORG,40084.4067013889,Yes,0,0,6,30,182,No,Yes,Yes,No,Yes,No,6,0,0,0,0,0,6,43,12,8,5,6,5,3,3,6,3,0,0,0,0,94,1,1,1,1,0,0,0,1,5,,6,,0,,0,,0,,0
13020,03983,ST PHILIP CATH CENTRAL HIGH,20 CHERRY STREET,BATTLE CREEK,49017,,269,963,4503,Senior High School (9-12 or 10-12),Roman Catholic,13,13,KATHY GROSSO,KGROSSO@BCACS.ORG,40096.9079050926,Yes,3,0,20,35,179,No,Yes,Yes,No,Yes,No,12,,,,,,12,,,,,,,,,,,32,39,25,39,135,1,1,1,1,1,1,1,,,10,10,,,1,1,,,1,1
13020,04967,BATTLE CREEK ACADEMY,480 PARKWAY DRIVE,BATTLE CREEK,49017,,269,965,1278,Elementary through High School (K-12),Seventh Day Adventist (SDA),13,13,ELVIS AGARD,BDAVIS@MISDA.ORG,40084.4054513889,Yes,0,0,,38,180,No,Yes,No,Yes,Yes,No,9,,,,4,,13,,9,7,7,9,9,10,11,8,9,12,9,15,11,126,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
13080,04711,COOKS PRAIRIE BAPTIST SCHOOL,6020 23 MILE ROAD,HOMER,49245,,517,568,3160,Elementary School (Pre-K or K through 6-8),Baptist,13,13,BOB RUNDELL,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
13090,03821,ST JOSEPH ELEMENTARY SCHOOL,47 NORTH 23RD STREET,BATTLE CREEK,49015,,269,965,7749,Elementary School (Pre-K or K through 6-8),Roman Catholic,13,13,PATRICIA RILEY,STJOSEPHSCHOOL@BCACS.ORG,40096.8612037037,Yes,16,71,25,31,178,No,Yes,No,Yes,Yes,No,21,0,0,0,3,0,24,48,58,39,48,42,40,37,0,0,0,0,0,0,0,312,1,1,1,1,0,0,0,1,18,,19,,2,,2,,,,0
14020,04702,ST JOHNS LUTHERAN SCHOOL,603 MCCLEARY STREET,DOWAGIAC,49047,,269,782,3771,Elementary School (Pre-K or K through 6-8),Lutheran (Wisconsin Synod),14,14,JANELLE DOHM,STJLUTHERAN@COMCAST.NET,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
14010,06013,CALVIN CENTER SDA SCHOOL,19088 BROWNSVILLE STREET,CASSOPOLIS,49031,,269,476,2218,Elementary School (Pre-K or K through 6-8),Lake Region Conference of Seventh Day Adventist,14,14,NORMAN G USHER,NUSHERUS@YAHOO.COM,40161.5158564815,Yes,,,3,33,180,No,Yes,No,Yes,Yes,No,0,0,0,0,1,1,2,,,,,2,,3,,1,1,2,,1,,10,1,1,1,1,1,1,1,0,2,0,2,0,0,0,0,0,0,0,0
14020,04663,CALVARY BIBLE ACADEMY,"27032 MARCELLUS HWY, PO BOX 56",DOWAGIAC,49047,,269,782,7296,Elementary through High School (K-12),Unaffiliated - Religious,14,14,ROBERT E VICKROY,CALVARYBIBLE1@VERIZON.NET,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
15050,03893,ST MARY SCHOOL,1005 BRIDGE STREET,CHARLEVOIX,49720,,231,547,9441,Elementary School (Pre-K or K through 6-8),Roman Catholic,15,15,JANET M TROPPMAN,STMARYSCHOOL@CHARTERMI.NET,40157.8489814815,Yes,,,,32,165,No,Yes,No,Yes,Yes,No,6,2,,,1,,9,17,12,10,11,11,16,13,8,0,0,0,0,0,0,98,1,1,1,1,0,0,0,0,7,,7,,1,,1,,,,0
16015,00654,BISHOP BARAGA CATHOLIC SCH,623 WEST LINCOLN AVENUE,CHEBOYGAN,49721,,231,627,5608,Elementary School (Pre-K or K through 6-8),Roman Catholic,16,16,KITTY LA BLANCE,SECRETARY@NMO.NET,40084.4131481481,Yes,0,0,22,40,160,No,Yes,No,Yes,Yes,No,6,0,0,1,0,0,7,41,14,20,16,19,13,15,14,,,,,,,152,1,1,1,1,0,0,0,0,7,0,7,0,1,0,1,0,0,0,0
16015,04750,CORNERSTONE CHRISTIAN SCHOOL,900 SOUTH WESTERN AVENUE,CHEBOYGAN,49721,,231,627,2160,Elementary School (Pre-K or K through 6-8),Unaffiliated - Religious,16,16,SALLY AGEE,CORNERSTONECHRISTIAN@STRAITSAREA.COM,40074.3756018519,Yes,3,,21,20,170,No,Yes,Yes,No,Yes,No,5,,,,,,5,5,5,4,5,4,4,3,4,3,3,,,,,40,1,1,1,1,1,1,1,,4,,4,1,,,1,,,,0
16050,07008,NORTHERN MICH CHRISTIAN ACAD,1833 MC MICHAEL,BURT LAKE,49717,,231,548,2216,Elementary School (Pre-K or K through 6-8),Unaffiliated - Religious,16,16,RUSTY CHATFIELD,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
17010,00102,IMMANUEL LUTHERAN SCHOOL,615 WASHINGTON WAY,SAULT STE MARIE,49783,,906,632,2640,Elementary School (Pre-K or K through 6-8),Lutheran (Wisconsin Synod),17,17,DANIEL GARTNER,stoering@eup.k12.mi.us,40147.7936111111,Yes,1,1,16,35,172,Yes,No,No,Yes,Yes,No,0,0,,,,2,2,,1,3,2,4,2,4,3,5,1,,,,,25,1,1,1,1,0,0,0,,2,,2,,,,0,,,,0
17110,05303,RUDYARD CHRISTIAN SCHOOL,10702 WEST 17 MILE ROAD,RUDYARD,49780,,906,478,1136,Elementary School (Pre-K or K through 6-8),Christian (CSI),17,17,WANDA M HOOLSEMA,WMH9814@YAHOO.COM,40090.8635532407,Yes,0,0,7,30,170,No,Yes,Yes,No,Yes,No,1,,,,,,1,,,4,,2,3,2,,,,,,,,11,1,1,1,1,0,0,0,,1,,1,,,,0,,,,0
18010,03071,SHADY LAWN AMISH PARO SCHOOL,8605 TOBACCO DRIVE,CLARE,48617,,,,,Elementary School (Pre-K or K through 6-8),Unaffiliated - Religious,18,18,ANDREW J MILLER,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
18010,03652,ST CECILIA CATHOLIC SCHOOL,106 EAST WHEATON STREET,CLARE,48617,,989,386,9862,Elementary School (Pre-K or K through 6-8),Roman Catholic,18,18,KIMBERLY SMITH,STCECILIA@CHARTERINTERNET.COM,40096.8127662037,Yes,0,0,,,,No,Yes,Yes,No,Yes,No,6,,,,,,6,16,16,7,9,5,6,7,4,,,,,,,70,1,1,1,1,0,0,0,,,,0,,,,0,,,,0
19070,02620,MOST HOLY TRINITY SCHOOL,11144 W KENT ST  PO BOX 349,FOWLER,48835,0349,989,593,2616,Elementary School (Pre-K or K through 6-8),Roman Catholic,19,19,ANNE HUFNAGEL,joycev@edzone.net,40096.765787037,Yes,2,0,4,30,176,No,Yes,Yes,No,Yes,No,7,0,,,,,7,,,,,,11,13,20,16,21,,,,,81,1,1,1,1,1,1,1,,5,,5,,1,,1,,,,0
19125,03906,ST MARY SCHOOL,209 NORTH WESTPHALIA STREET,WESTPHALIA,48894,,989,587,3702,Elementary School (Pre-K or K through 6-8),Roman Catholic,19,19,RAYMOND RZEPECKI,mapline@stmaryschool.us,40096.8740046296,Yes,1,0,14,32,180,No,Yes,Yes,No,Yes,No,12,0,,,,,12,0,0,34,51,47,38,47,45,,,,,,,262,1,1,1,1,0,0,0,,12,,12,,1,,1,,,,0
19140,03805,ST JOSEPH SCHOOL,201 EAST CASS,ST JOHNS,48879,,989,224,2421,Elementary School (Pre-K or K through 6-8),Roman Catholic,19,19,TOMI ANN SCHULTHEISS,TLV@STJOECATHOLIC.COM,40096.8532523148,Yes,12,0,22,32,175,No,Yes,Yes,No,Yes,No,14,,,,,,14,,48,40,34,38,44,38,31,,,,,,,273,1,1,1,1,0,0,0,,13,,13,,1,,1,,,,0
19140,03974,ST PETER LUTHERAN SCHOOL,8990 CHURCH ROAD,ST JOHNS,48879,,989,224,4665,Elementary School (Pre-K or K through 6-8),Lutheran (Missouri Synod),19,19,DAVID A BREMER,DAVID.BREMER@LSPORTAL.NET,40068.7801273148,Yes,,,0,30,166,No,Yes,Yes,No,Yes,No,4,0,,,,,4,0,7,7,7,7,7,3,7,6,1,0,0,0,0,52,1,1,1,1,1,0,0,,4,,4,,0,,0,,0,,0
20015,06602,GRAYLING SDA SCHOOL,2468 CAMP AUSABLE DRIVE,GRAYLING,49738,,989,348,2501,Elementary School (Pre-K or K through 6-8),Seventh Day Adventist (SDA),72,20,BEN ZORK,BDAVIS@MISDA.ORG,40086.5789814815,Yes,0,0,,,,No,Yes,Yes,No,Yes,No,1,,,,,,1,,,,,1,1,1,2,,2,,,,,7,1,1,1,1,0,0,0,,,,0,,,,0,,,,0
21010,01727,HOLY NAME SCHOOL,409 SOUTH 22ND STREET,ESCANABA,49829,,906,786,7550,Elementary School (Pre-K or K through 6-8),Roman Catholic,21,21,JOSEPH L CARLSON,OFFICE@HOLYNAMECRUSADERS.COM,40147.7845949074,Yes,0,0,70,35,180,No,Yes,Yes,No,Yes,No,15,0,,,,,15,44,27,19,29,26,35,28,21,18,14,,,,,261,1,1,1,1,1,1,1,2,13,0,15,0,1,0,1,,,,0
21010,05088,ESCANABA SDA ELEMENTARY SCH,210 S LINCOLN  PO BOX 594,ESCANABA,49829,,906,786,3039,Elementary School (Pre-K or K through 6-8),Seventh Day Adventist (SDA),21,21,JANICE TIRZMALIS,BDAVIS@MISDA.ORG,40086.6072222222,Yes,0,0,4,,,No,Yes,Yes,No,Yes,No,1,,,,,,1,,1,1,,,2,,2,,,,,,,6,1,1,1,1,0,0,0,,,,0,,,,0,,,,0
22010,06011,BISHOP BARAGA CATHOLIC SCHOOL,406 WEST B STREET,IRON MOUNTAIN,49801,,906,774,2277,Elementary School (Pre-K or K through 6-8),Roman Catholic,22,22,ADELA GONIEA,KBAL@BARAGAUP.COM,40096.7494444444,Yes,22,0,35,30,180,No,Yes,Yes,No,Yes,No,10,0,0,0,0,0,10,21,18,15,14,13,14,15,8,16,9,,,,,143,1,1,1,1,1,1,1,1,8,,9,,1,,1,,,,0
22025,01742,HOLY SPIRIT CENTRAL SCHOOL,201 SAGINAW STREET,NORWAY,49870,,906,563,8817,Elementary School (Pre-K or K through 6-8),Roman Catholic,22,22,ELIZABETH STACK,HOLYSPIRIT01@HOTMAIL.COM,40158.6764583333,Yes,3,0,16,7,180,No,Yes,No,Yes,Yes,No,7,,,2,,,9,10,7,5,7,5,1,2,3,5,2,0,0,0,0,47,1,1,1,1,1,1,1,1,4,,5,1,,,1,,0,,0
23030,03901,ST MARY SCHOOL,905 ST MARY BOULEVARD,CHARLOTTE,48813,,517,543,3460,Elementary School (Pre-K or K through 6-8),Roman Catholic,23,23,TONY PERRINI,SMSCHAR@SBCGLOBAL.NET,40096.8765277778,Yes,0,0,,35,180,No,Yes,Yes,No,Yes,No,6,,,,,,6,36,10,9,10,14,9,7,,,,,,,,95,1,1,1,1,0,0,0,2,4,,6,,1,,1,,,,0
23030,05661,CHARLOTTE SDA SCHOOL,1510 SOUTH COCHRAN STREET,CHARLOTTE,48813,,517,543,9491,Elementary School (Pre-K or K through 6-8),Seventh Day Adventist (SDA),23,23,AMANDA HASTY,BDAVIS@MISDA.ORG,40086.4370949074,Yes,0,0,,33,176,No,Yes,Yes,No,Yes,No,1,,,,,,1,,,,,2,1,1,2,1,1,,,,,8,1,1,1,1,0,0,0,,1,,1,,,,0,,,,0
23030,06981,MAPLE COUNTRY SCHOOL,CORNER OF VALLEY AND AINGER,CHARLOTTE,48813,,517,541,0963,Elementary School (Pre-K or K through 6-8),Unaffiliated - Secular,23,23,BEN F YUTZY, ,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
23060,03368,ST MICHAEL PARISH SCHOOL,325 EDWARDS STREET,GRAND LEDGE,48837,,517,627,2167,Elementary School (Pre-K or K through 6-8),Roman Catholic,23,23,MITZI LUTTRULL,cherylolson@stmichaelgl.org,40096.8841319444,Yes,14,0,18,30,173,No,Yes,Yes,No,Yes,No,9,0,0,0,0,0,9,15,18,18,13,20,15,17,8,12,9,,,,,145,1,1,1,1,1,0,0,1,8,,9,,1,,1,,,,0
24020,07088,HARBOR LIGHT CHRISTIAN SCH,8333 CLAYTON ROAD,HARBOR SPRINGS,49740,,231,347,7859,Elementary School (Pre-K or K through 6-8),Unaffiliated - Religious,15,24,JOSEPH D FOX, ,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
24070,03697,ST FRANCIS XAVIER SCHOOL,414 MICHIGAN,PETOSKEY,49770,,231,347,3651,Elementary School (Pre-K or K through 6-8),Roman Catholic,15,24,PHYLLIS DAILY,PHYLLISDAILY@YAHOO.COM,40161.5169791667,Yes,,,,,,No,Yes,Yes,No,Yes,No,18,0,0,0,0,0,18,46,18,24,19,29,21,31,15,13,16,,,,,232,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
24070,04844,PETOSKEY AREA SDA SCHOOL,1402 HOWARD STREET,PETOSKEY,49770,,231,347,2560,Elementary School (Pre-K or K through 6-8),Seventh Day Adventist (SDA),15,24,LORENE YOUNT,BDAVIS@MISDA.ORG,40089.987337963,Yes,0,0,0,33,176,No,Yes,Yes,No,Yes,No,1,,,,,,1,,,1,,,2,2,2,,,,,,,7,1,1,1,1,0,0,0,,1,,1,,,,0,,,,0
25010,03956,ST PAUL LUTHERAN SCHOOL,402 SOUTH BALLENGER HIGHWAY,FLINT,48532,,810,239,6733,Elementary School (Pre-K or K through 6-8),Lutheran (Missouri Synod),25,25,MARY LYNN BUCK,MBUCK@STPAULFLINT.COM,40096.8951967593,Yes,0,0,20,33,172,No,Yes,Yes,No,Yes,No,14,,,,,,14,22,20,31,26,23,17,12,16,9,11,0,0,0,0,187,1,1,1,1,1,1,1,,9,,9,,1,,1,,0,,0
74050,06978,CARDINAL MOONEY CATHOLIC SCH,660 SOUTH WATER STREET,MARINE CITY,48039,,810,765,8825,Senior High School (9-12 or 10-12),Roman Catholic,74,74,SISTER KAREN LIETZ,DHIGGINS@CARDINALMOONEYCATHOLIC.COM,40161.6588310185,Yes,,1,,,,No,Yes,Yes,No,Yes,No,14,1,0,0,0,0,15,,,,,,,,,,44,51,43,51,,189,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
50160,07196,MONTESSORI STEPPING STONES,174 CASS AVENUE,MT CLEMENS,48043,,586,465,4260,Elementary School (Pre-K or K through 6-8),Unaffiliated - Secular,50,50,DIANE MILLER-AITKEN,MSMARYK@MONTSTEPPINGSTONES.COM,40176.5690162037,No,,,,,,No,Yes,No,Yes,Yes,No,2,0,0,3,7,1,13,24,13,9,8,8,3,2,1,,,,,,,68,1,1,1,1,0,0,0,,,,0,,,,0,,,,0
50180,03973,ST PETER'S LUTHERAN SCHOOL,37601 31 MILE ROAD,RICHMOND,48062,,586,727,9080,Elementary School (Pre-K or K through 6-8),Lutheran (Missouri Synod),50,50,GEORGE KOVTUN,Sue.Ianitelli@lsportal.net,40096.9068402778,Yes,0,0,,,,No,Yes,Yes,No,Yes,No,10,0,,,,,10,14,21,14,22,13,12,17,17,11,8,,,,,149,1,1,1,1,1,1,0,,,,0,,,,0,,,,0
50180,05434,ST AUGUSTINE SCHOOL,67901 HOWARD STREET,RICHMOND,48062,,586,727,9365,Elementary School (Pre-K or K through 6-8),Roman Catholic,50,50,GERALD BAGIEREK,staschl@klondyke.net,40100.6412384259,Yes,0,0,4,32,178,No,Yes,No,Yes,Yes,No,11,0,0,0,1,0,12,46,14,18,15,11,16,16,15,16,17,,,,,184,1,1,1,1,1,1,1,1,12,,13,1,1,,2,2,,,2
50200,03746,ST JOAN OF ARC SCHOOL,22415 OVERLAKE DRIVE,ST CLAIR SHORES,48080,,586,775,8370,Elementary School (Pre-K or K through 6-8),Roman Catholic,50,50,DONALD ANCYPA,dcancypa@hotmail.com,40096.8371180556,Yes,0,0,12,33,180,No,Yes,Yes,No,Yes,No,26,0,,,,,26,52,57,48,58,51,44,63,51,52,49,,,,,525,1,1,1,1,1,1,1,1,25,,26,,2,,2,,,,0
50210,03833,ST LAWRENCE SCHOOL,44429 UTICA ROAD,UTICA,48317,,586,731,0135,Elementary School (Pre-K or K through 6-8),Roman Catholic,50,50,CHRISTINE LEE,PRINCIPAL@STLAWRENCEPARISH.COM,40147.8263541667,Yes,30,0,10,30,183,No,Yes,Yes,No,Yes,No,30,,,,,,30,78,74,74,70,81,75,73,88,78,71,,,,,762,1,1,1,1,1,1,1,1,27,,28,,3,,3,,3,,3
50210,03959,ST PAUL LUTHERAN SCHOOL,42681 HAYES ROAD,STERLING HEIGHTS,48313,,586,247,4427,Elementary School (Pre-K or K through 6-8),Lutheran (Missouri Synod),50,50,LUTHER KELL,STPAULLUTHERAN@SBCGLOBAL.NET,40096.8962731482,Yes,0,0,0,34,176,No,Yes,Yes,No,Yes,No,5,,,,,,5,13,6,5,8,5,3,4,7,8,3,,,,,62,1,1,1,1,1,0,0,12,40,,52,,40,,40,,,,0
50210,04204,TRINITY LUTHERAN SCHOOL,45160 VAN DYKE,UTICA,48317,,586,731,4490,Elementary School (Pre-K or K through 6-8),Lutheran (Missouri Synod),50,50,THOMAS W WREGE,SCHOOLOFFICE@TRINITYUTICA.COM,40090.8770601852,Yes,7,0,,30,174,No,Yes,Yes,No,Yes,No,18,,,,,,18,36,39,31,25,44,40,45,43,39,46,0,0,0,0,388,1,1,1,1,1,1,1,0,16,0,16,0,1,0,1,0,0,0,0
50210,05342,PEACE LUTHERAN SCHOOL,6580 24 MILE ROAD,SHELBY TOWNSHIP,48316,,586,731,4120,Elementary School (Pre-K or K through 6-8),Lutheran (Missouri Synod),50,50,JARED WEISS,LAURIE@PEACESHELBY.ORG,40089.9847453704,Yes,6,0,5,32,181,No,Yes,No,Yes,Yes,No,11,2,0,2,0,1,16,98,11,11,12,18,9,13,13,3,14,,,,,202,1,1,1,1,1,1,1,,8,,8,,1,,1,1,,,1
50240,00882,DELASALLE COLLEGIATE HIGH,14600 COMMON ROAD,WARREN,48088,,586,778,2207,Senior High School (9-12 or 10-12),Roman Catholic,50,50,PATRICK ADAMS,padams@delasallehs.com,40147.7770717593,Yes,0,0,45,30,177,No,Yes,No,Yes,Yes,No,44,0,0,0,0,2,46,,,,,,,,,,,218,185,224,207,834,1,1,1,1,1,1,1,,,46,46,,,1,1,,,0,0
50230,01823,IMMACULATE CONCEP UKRAINIAN,29500 WESTBROOK,WARREN,48092,,586,574,2480,Elementary School (Pre-K or K through 6-8),Roman Catholic,50,50,ALEXANDRA LAWRIN,AMLAWRIN@YAHOO.COM,40086.6834606481,Yes,3,0,19,32,175,No,Yes,No,Yes,Yes,No,14,0,,,3,,17,30,14,16,12,11,7,11,11,16,6,,,,,134,1,1,1,1,1,0,0,,,,0,,,,0,,,,0
50230,03604,ST ANNE CATHOLIC GRADE SCHOOL,5920 ARDEN,WARREN,48092,,586,264,2911,Elementary School (Pre-K or K through 6-8),Roman Catholic,50,50,MR ANTHONY SAHADI,SCHOOLSECRETARY1@STANNEWARREN.ORG,40147.8160300926,Yes,0,0,0,34,185,No,Yes,Yes,No,Yes,No,23,0,0,0,0,0,23,67,39,41,43,39,55,49,47,62,80,0,0,0,0,522,1,1,1,1,0,0,0,2,21,0,23,1,1,0,2,0,0,0,0
50230,04740,MACOMB CHRISTIAN SCHOOLS,28501 LORRAINE,WARREN,48093,,586,751,8980,Elementary through High School (K-12),Unaffiliated - Religious,50,50,KRISTEN NELSON,KNELSON@MACOMBCHRISTIANSCHOOLS.ORG,40089.7466319444,Yes,4,1,,,,Yes,No,No,No,Yes,No,,,,,,,,54,12,15,13,9,14,6,12,16,7,12,12,14,14,210,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
41010,04693,MONTESSORI SOC OF GREATER GR,1110 COLLEGE  NE,GRAND RAPIDS,49503,,616,451,8627,Elementary School (Pre-K or K through 6-8),Unaffiliated - Secular,41,41,LIBBY KREINER,LIBBYKREINER@STEPPINGSTONESGR.ORG,40089.8544560185,Yes,3,0,0,29,180,No,Yes,Yes,No,Yes,No,7,0,0,0,0,0,7,40,21,5,5,4,9,2,6,0,0,0,0,0,0,92,1,1,1,1,0,0,0,4,3,,7,,1,,1,,,,0
41010,04714,PLYMOUTH CHRISTIAN ELEM SCH,1000 BALL AVENUE NE,GRAND RAPIDS,49505,,616,458,4367,Elementary School (Pre-K or K through 6-8),Christian (CSI),41,41,DAVID ENGELSMA,DEVRIES1@PLYMOUTHCHRISTIAN.US,40090.7508912037,Yes,,,,,,No,Yes,No,Yes,Yes,No,18,,,,,1,19,22,30,34,24,29,33,23,34,,,,,,,229,1,1,1,1,0,0,0,,,,0,,,,0,,,,0
41130,04929,ADAMS CHRISTIAN SCHOOL,5539 BYRON CENTER AVE SW,WYOMING,49509,,616,531,0748,Elementary through High School (K-12),Unaffiliated - Religious,41,41,RICK MINGERINK,ADAMSPRCS@COMCAST.NET,40053.553599537,Yes,2,0,,34,180,Yes,No,No,No,Yes,No,,,,,,,,,29,21,33,22,25,23,17,20,15,13,,,,218,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
41010,05402,GRAND RAPIDS ADVENTIST ACADEMY,1151 OAKLEIGH NW,GRAND RAPIDS,49504,,616,791,9797,Elementary through High School (K-12),Seventh Day Adventist (SDA),41,41,DEBRA BARR,BDAVIS@MISDA.ORG,40086.5986574074,Yes,17,1,45,34,176,No,Yes,No,Yes,Yes,No,9,,,,2,2,13,,7,8,9,17,9,6,9,14,23,16,19,12,18,167,1,1,1,1,1,1,1,,8,5,13,,,1,1,,,,0
41010,05545,WEST SIDE CHRISTIAN SCHOOL,955 WESTEND NW,GRAND RAPIDS,49504,,616,453,3925,Elementary School (Pre-K or K through 6-8),Christian (CSI),41,41,VERN GROENENDYK,VGROENENDYK@WSCSGR.ORG,40090.9003935185,Yes,20,0,25,32,177,No,Yes,Yes,No,Yes,No,30,0,0,0,0,0,30,66,34,45,32,34,29,53,37,46,49,0,0,0,0,425,1,1,1,1,1,1,1,1,24,0,25,,1,,1,,5,,5
41010,06289,NORTHPOINTE CHRISTIAN SCHOOL,3101 LEONARD NE,GRAND RAPIDS,49525,,616,942,0363,Elementary through High School (K-12),Baptist,41,41,JAMES HOFMAN,HOFMANJ@NPCHRISTIAN.ORG,40089.9249305556,Yes,66,4,,35,173,No,Yes,Yes,No,Yes,No,44,,,,,,44,19,23,25,18,19,23,27,36,51,59,79,90,93,74,636,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
41010,07124,LAKE MICHIGAN ACADEMY,2428 BURTON SE,GRAND RAPIDS,49546,,616,464,3330,Elementary through High School (K-12),Unaffiliated - Secular,41,41,AMY BARTO,ABARTO@WMLDF.ORG,40089.6944907407,Yes,13,1,6,38,170,No,Yes,Yes,No,Yes,No,8,,,,,,8,0,0,0,1,0,2,3,2,2,6,2,9,6,2,35,1,1,1,1,1,1,1,0,5,7,12,0,1,1,2,0,1,0,1
41020,01432,CALVIN CHRISTIAN ELEMENTARY,601 36TH STREET SW,WYOMING,49509,,616,532,2373,Elementary School (Pre-K or K through 6-8),Christian (CSI),41,41,WILLIAM HAVERKAMP,MKBOLT@YAHOO.COM,40089.5651388889,Yes,0,0,,,,No,Yes,Yes,No,Yes,No,13,,,,,,13,42,22,14,20,16,25,13,24,,,,,,,176,1,1,1,1,0,0,0,,,,0,,,,0,,,,0
41026,01743,HOLY TRINITY EV LUTH SCHOOL,4201 BURLINGAME SW,WYOMING,49509,,616,538,1122,Elementary School (Pre-K or K through 6-8),Lutheran (Wisconsin Synod),41,41,LARRY M SELLNOW,LSELLNOW@JUNO.COM,40086.6772685185,Yes,0,0,3,30,179,Yes,No,No,No,Yes,No,,,,,,,,21,5,3,4,3,7,5,4,10,3,,,,,65,1,1,1,1,1,0,1,1,,,1,,,,0,,4,,4
41050,00976,DUTTON CHRISTIAN SCHOOL,6729 HANNA LAKE AVENUE SE,CALEDONIA,49316,,616,698,8660,Elementary School (Pre-K or K through 6-8),Christian (CSI),41,41,DANIEL NETZ,DNETZ@DUTTONCHRISTIANSCHOOL.ORG,40086.5190625,Yes,9,1,,,,No,Yes,Yes,No,Yes,No,36,,,,,,36,69,53,42,41,44,45,44,42,41,51,,,,,472,1,1,1,1,1,0,1,,,,0,,,,0,,,,0
41070,06517,PILGRIM BIBLE ACADEMY,361 WEST PINE STREET,CEDAR SPRINGS,49319,,616,696,1021,Elementary through High School (K-12),Unaffiliated - Religious,41,41,SONJA BISHOP,PILGRIMBIBLEACADEMY@YAHOO.COM,40121.4599652778,  ,,,,,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
41110,00013,ADA CHRISTIAN SCHOOL,6206 ADA DRIVE SE,ADA,49301,,616,676,1289,Elementary School (Pre-K or K through 6-8),Christian (CSI),41,41,JUDITH DEJONG,jboogaart@adachristian.org,40068.743912037,Yes,34,0,,,,No,Yes,Yes,No,Yes,No,38,0,0,0,0,0,38,111,56,66,56,66,69,53,62,57,65,0,0,0,0,661,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
41110,07178,NORTH HILLS CLASSICAL ACAD,2777 KNAPP NE,GRAND RAPIDS,49525,,616,365,0525,Elementary through High School (K-12),Unaffiliated - Religious,41,41,PETER H VANDE BRAKE,TRIVIUM@CLASSICALED.ORG,40089.9234490741,Yes,0,2,18,35,167,Yes,No,No,Yes,Yes,No,3,0,0,0,10,1,13,0,10,6,8,10,4,3,5,2,4,3,2,2,1,60,1,1,1,1,1,1,1,0,6,4,10,,1,1,2,,,,0
41120,03361,POTTERS HOUSE,810 VAN RAALTE DRIVE SW,GRAND RAPIDS,49509,,616,241,5202,Elementary School (Pre-K or K through 6-8),Christian (CSI),41,41,JOHN D BOOY,CBEALS@POTTERSHOUSESCHOOL.ORG,40090.7559375,Yes,44,0,212,32,174,No,Yes,No,Yes,Yes,No,19,,,1,,1,21,34,36,36,34,38,38,33,36,33,35,,,,,353,1,1,1,1,0,0,0,,15,,15,,1,,1,,,,0
41130,00501,CALVIN CHRISTIAN HIGH SCHOOL,3750 IVANREST AVENUE SW,GRANDVILLE,49418,,616,538,0990,Senior High School (9-12 or 10-12),Christian (CSI),41,41,WILLIAM HAVERKAMP,mkbolt@yahoo.com,40089.6033101852,Yes,2,2,,,,No,Yes,Yes,No,Yes,No,30,,,,,,30,,,,,,,,,,,103,99,93,121,416,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
