"DCODE-BCODE";"DNAME - BNAME";"DCODE";"DNAME";0;"BCODE";"BNAME";0
"08030-03541";"HASTINGS AREA SCHOOL DISTRICT - SOUTHEASTERN ELEMENTARY SCHOOL";"23060";"GRAND LEDGE PUBLIC SCHOOLS";0;"00273";"BENJAMIN FRANKLIN MIDDLE SCHOOL";0
"08030-05882";"HASTINGS AREA SCHOOL DISTRICT - HASTINGS HIGH SCHOOL";"23065";"MAPLE VALLEY SCHOOLS";0;"00275";"FRANKLIN SCHOOL";0
"08030-08469";"HASTINGS AREA SCHOOL DISTRICT - STAR ELEMENTARY SCHOOL";"23080";"OLIVET COMMUNITY SCHOOLS";0;"00277";"BENNETT ELEMENTARY SCHOOL";0
"08050-00000";"THORNAPPLE KELLOGG SCHOOL DISTRICT - ALL SCHOOLS";"23090";"POTTERVILLE PUBLIC SCHOOLS";0;"00278";"BENNETT SCHOOL";0
"08050-04176";"THORNAPPLE KELLOGG SCHOOL DISTRICT - THORNAPPLE KELLOGG HIGH SCHOOL";"23490";"ONEIDA TOWNSHIP S/D #3";0;"00279";"BENNIE ELEMENTARY SCHOOL";0
"08050-04444";"THORNAPPLE KELLOGG SCHOOL DISTRICT - LEE ELEMENTARY SCHOOL";"23901";"ISLAND CITY ACADEMY";0;"00280";"BENONA ELEMENTARY SCHOOL";0
"08050-05806";"THORNAPPLE KELLOGG SCHOOL DISTRICT - THORNAPPLE KELLOGG MIDDLE SCHOOL";"24020";"HARBOR SPRINGS SCHOOL DISTRICT";0;"00283";"BENTLEY JUNIOR HIGH SCHOOL";0
"08050-07253";"THORNAPPLE KELLOGG SCHOOL DISTRICT - PAGE ELEMENTARY SCHOOL";"24030";"ALANSON PUBLIC SCHOOLS";0;"00284";"BENTLEY SENIOR HIGH SCHOOL";0
"09010-00000";"BAY CITY SCHOOL DISTRICT - ALL SCHOOLS";"24040";"PELLSTON PUBLIC SCHOOLS";0;"00286";"BENTON HARBOR HIGH SCHOOL";0
"09010-00150";"BAY CITY SCHOOL DISTRICT - AUBURN ELEMENTARY SCHOOL";"24070";"PUBLIC SCHOOLS OF PETOSKEY";0;"00287";"BENZIE CENTRAL SR. HIGH SCHOOL";0
"09010-00227";"BAY CITY SCHOOL DISTRICT - BAY CITY CENTRAL HIGH SCHOOL";"24901";"CONCORD ACADEMY";0;"00291";"BERKLEY HIGH SCHOOL";0
"09010-01553";"BAY CITY SCHOOL DISTRICT - HAMPTON ELEMENTARY SCHOOL";"25000";"GENESEE ISD";0;"00292";"BERKSHIRE MIDDLE SCHOOL";0
"09010-02235";"BAY CITY SCHOOL DISTRICT - LINSDAY ELEMENTARY SCHOOL";"25010";"FLINT CITY SCHOOL DISTRICT";0;"00296";"BERRIEN SPRINGS MIDDLE SCHOOL";0
"09010-02309";"BAY CITY SCHOOL DISTRICT - MACKENSEN ELEMENTARY SCHOOL";"25030";"GRAND BLANC COMMUNITY SCHOOLS";0;"00297";"BERRIEN SPRINGS HIGH SCHOOL";0
"09010-02467";"BAY CITY SCHOOL DISTRICT - WESTERN MIDDLE SCHOOL";"25040";"MT. MORRIS CONSOLIDATED SCHOOLS";0;"00299";"SYLVESTER ELEMENTARY SCHOOL";0
"09010-04123";"BAY CITY SCHOOL DISTRICT - HANDY MIDDLE SCHOOL";"25050";"GOODRICH AREA SCHOOLS";0;"00302";"BERTHA ROBINSON SCHOOL";0
"09010-04361";"BAY CITY SCHOOL DISTRICT - WASHINGTON ELEMENTARY SCHOOL";"25060";"BENDLE PUBLIC SCHOOLS";0;"00308";"BESSIE HOFFMAN ELEMENTARY SCHOOL";0
"09010-05463";"BAY CITY SCHOOL DISTRICT - MCALEAR-SAWDEN ELEM. SCHOOL";"25070";"GENESEE SCHOOL DISTRICT";0;"00316";"BEVERLY ELEMENTARY SCHOOL";0
"09010-06257";"BAY CITY SCHOOL DISTRICT - BAY CITY WESTERN HIGH SCHOOL";"25080";"CARMAN-AINSWORTH COMMUNITY SCHOOLS";0;"00319";"BIG BURNING SCHOOL";0
"09010-06966";"BAY CITY SCHOOL DISTRICT - KOLB ELEMENTARY SCHOOL";"25100";"FENTON AREA PUBLIC SCHOOLS";0;"00320";"BIG JACKSON PUBLIC SCHOOL";0
"09010-06967";"BAY CITY SCHOOL DISTRICT - MACGREGOR ELEMENTARY SCHOOL";"25110";"KEARSLEY COMMUNITY SCHOOLS";0;"00321";"BIG RAPIDS MIDDLE SCHOOL";0
"09030-00000";"BANGOR TOWNSHIP SCHOOLS - ALL SCHOOLS";"25120";"FLUSHING COMMUNITY SCHOOLS";0;"00322";"BIG RAPIDS HIGH SCHOOL";0
"09030-00186";"BANGOR TOWNSHIP SCHOOLS - BANGOR CENTRAL SCHOOL";"25130";"ATHERTON COMMUNITY SCHOOLS";0;"00326";"BINGHAM SCHOOL";0
"09030-00190";"BANGOR TOWNSHIP SCHOOLS - CHRISTA MCAULIFFE MIDDLE SCHOOL";"25140";"DAVISON COMMUNITY SCHOOLS";0;"00327";"BIRCH RUN HIGH SCHOOL";0
"09030-00191";"BANGOR TOWNSHIP SCHOOLS - BANGOR LINCOLN SCHOOL";"25150";"CLIO AREA SCHOOL DISTRICT";0;"00329";"BIRCHVIEW SCHOOL";0
"09030-00194";"BANGOR TOWNSHIP SCHOOLS - BANGOR WEST CENTRAL SCHOOL";"25180";"SWARTZ CREEK COMMUNITY SCHOOLS";0;"00330";"BIRD ELEMENTARY SCHOOL";0
"09030-01951";"BANGOR TOWNSHIP SCHOOLS - JOHN GLENN HIGH SCHOOL";"25200";"LAKE FENTON COMMUNITY SCHOOLS";0;"00333";"BIRNEY ELEMENTARY SCHOOL";0
"09050-00000";"ESSEXVILLE-HAMPTON PUBLIC SCHOOLS - ALL SCHOOLS";"25210";"WESTWOOD HEIGHTS SCHOOLS";0;"00336";"ANDREWS ELEMENTARY SCHOOL";0
"09050-01358";"ESSEXVILLE-HAMPTON PUBLIC SCHOOLS - GARBER HIGH SCHOOL";"25230";"BENTLEY COMMUNITY SCHOOLS";0;"00345";"BLAIR MOODY ELEMENTARY SCHOOL";0
"09050-01789";"ESSEXVILLE-HAMPTON PUBLIC SCHOOLS - HUGHES ELEMENTARY SCHOOL";"25240";"BEECHER COMMUNITY SCHOOL DISTRICT";0;"00346";"MONTABELLA ELEMENTARY";0
"09050-04290";"ESSEXVILLE-HAMPTON PUBLIC SCHOOLS - VERELLEN ELEMENTARY SCHOOL";"25250";"LINDEN COMMUNITY SCHOOLS";0;"00347";"BLANCHE SIMS ELEMENTARY SCHOOL";0
"09050-05966";"ESSEXVILLE-HAMPTON PUBLIC SCHOOLS - CRAMER JUNIOR HIGH SCHOOL";"25260";"MONTROSE COMMUNITY SCHOOLS";0;"00353";"BLISSFIELD HIGH SCHOOL";0
"09090-00000";"PINCONNING AREA SCHOOLS - ALL SCHOOLS";"25280";"LAKEVILLE COMMUNITY SCHOOLS";0;"00357";"BLOOMINGDALE HIGH SCHOOL";0
"09090-02236";"PINCONNING AREA SCHOOLS - LINWOOD ELEMENTARY SCHOOL";"25902";"WOODLAND PARK ACADEMY";0;"00358";"BLOOMINGDALE ELEMENTARY SCHOOL";0
"09090-02628";"PINCONNING AREA SCHOOLS - MT. FOREST ELEMENTARY SCHOOL";"25903";"GRAND BLANC ACADEMY";0;"00359";"BLUFFTON ELEMENTARY SCHOOL";0
"09090-03040";"PINCONNING AREA SCHOOLS - PINCONNING HIGH SCHOOL";"25904";"NORTHRIDGE ACADEMY";0;"00368";"BOTSFORD ELEMENTARY SCHOOL";0
"09090-03041";"PINCONNING AREA SCHOOLS - PINCONNING CENTRAL ELEMENTARY SCHOOL";"25905";"INTERNATIONAL ACADEMY OF FLINT";0;"00369";"BOWEN ELEMENTARY ";0
"09090-06656";"PINCONNING AREA SCHOOLS - PINCONNING MIDDLE SCHOOL";"25906";"CENTER ACADEMY";0;"00371";"BOYNE CITY HIGH SCHOOL";0
"09901-00000";"BAY-ARENAC COMMUNITY HIGH SCHOOL - ALL SCHOOLS";"25907";"LINDEN CHARTER ACADEMY";0;"00372";"BOYNE FALLS PUBLIC SCHOOL";0
"09901-05453";"BAY-ARENAC COMMUNITY HIGH SCHOOL - BAY-ARENAC COMMUNITY HIGH SCHOOL";"25908";"ACADEMY OF FLINT";0;"00373";"BOYNTON MONTESSORI PROGRAM";0
"09902-00000";"BAY COUNTY PSA - ALL SCHOOLS";"25909";"BURTON GLEN CHARTER ACADEMY";0;"00374";"BOYNTON ELEMENTARY-MIDDLE SCHOOL";0
"09902-08856";"BAY COUNTY PSA - BAY COUNTY PSA";"25910";"RICHFIELD PUBLIC SCHOOL ACADEMY";0;"00379";"BRADY ELEMENTARY SCHOOL";0
"10015-00000";"BENZIE COUNTY CENTRAL SCHOOLS - ALL SCHOOLS";"25911";"MADISON ACADEMY";0;"00385";"BRANDON HIGH SCHOOL";0
"10015-00287";"BENZIE COUNTY CENTRAL SCHOOLS - BENZIE CENTRAL SR. HIGH SCHOOL";"26010";"BEAVERTON RURAL SCHOOLS";0;"00386";"BRANDYWINE ELEMENTARY SCHOOL";0
"10015-00848";"BENZIE COUNTY CENTRAL SCHOOLS - CRYSTAL LAKE ELEMENTARY SCHOOL";"26040";"GLADWIN COMMUNITY SCHOOLS";0;"00387";"BRANDYWINE SENIOR HIGH SCHOOL";0
"10015-03067";"BENZIE COUNTY CENTRAL SCHOOLS - PLATTE RIVER ELEMENTARY SCHOOL";"26901";"CREATIVE LEARNING ACADEMY OF SCIENCE";0;"00388";"BRECKENRIDGE HIGH SCHOOL";0
"10015-05591";"BENZIE COUNTY CENTRAL SCHOOLS - BETSIE VALLEY SCHOOL";"27010";"BESSEMER AREA SCHOOL DISTRICT";0;"00392";"BRETHREN HIGH SCHOOL";0
"10015-06952";"BENZIE COUNTY CENTRAL SCHOOLS - BENZIE CENTRAL MIDDLE SCHOOL";"27020";"IRONWOOD AREA SCHOOLS";0;"00393";"BRETON DOWNS SCHOOL";0
"10015-08846";"BENZIE COUNTY CENTRAL SCHOOLS - LAKE ANN ELEMENTARY SCHOOL";"27070";"WAKEFIELD-MARENISCO SCHOOL DISTRICT";0;"00398";"BRIDGEPORT HIGH SCHOOL";0
"10025-00000";"FRANKFORT-ELBERTA AREA SCHOOLS - ALL SCHOOLS";"27080";"WATERSMEET TOWNSHIP SCHOOL DISTRICT";0;"00400";"BRIDGMAN ELEMENTARY SCHOOL";0
"10025-01298";"FRANKFORT-ELBERTA AREA SCHOOLS - FRANKFORT ELEMENTARY SCHOOL";"28000";"TRAVERSE BAY AREA ISD";0;"00401";"BRIDGMAN HIGH SCHOOL";0
"10025-01299";"FRANKFORT-ELBERTA AREA SCHOOLS - FRANKFORT HIGH SCHOOL";"28010";"TRAVERSE CITY AREA PUBLIC SCHOOLS";0;"00402";"BRIGHTON HIGH SCHOOL";0
"11000-00000";"BERRIEN RESA - ALL SCHOOLS";"28035";"BUCKLEY COMMUNITY SCHOOL DISTRICT";0;"00403";"SCRANTON MIDDLE SCHOOL";0
"11000-02577";"BERRIEN RESA - BERRIEN COUNTY JUVENILE CENTER";"28090";"KINGSLEY AREA SCHOOLS";0;"00404";"BRIMLEY JR./SR. HIGH";0
"11000-05794";"BERRIEN RESA - LIGHTHOUSE EDUCATION CENTER";"28901";"WOODLAND SCHOOL";0;"00407";"BRITTON-MACON AREA SCHOOL";0
"11010-00000";"BENTON HARBOR AREA SCHOOLS - ALL SCHOOLS";"28902";"GRAND TRAVERSE ACADEMY";0;"00408";"BRONSON JR/SR HIGH SCHOOL";0
"11010-00286";"BENTON HARBOR AREA SCHOOLS - BENTON HARBOR HIGH SCHOOL";"28903";"TRAVERSE CITY COLLEGE PREPARATORY ACADEMY";0;"00409";"CHICAGO STREET SCHOOL";0
"11010-00373";"BENTON HARBOR AREA SCHOOLS - BOYNTON MONTESSORI PROGRAM";"29000";"GRATIOT-ISABELLA RESD";0;"00410";"BROOKLANDS ELEMENTARY SCHOOL";0
"11010-00500";"BENTON HARBOR AREA SCHOOLS - CALVIN BRITAIN ELEMENTARY SCHOOL";"29010";"ALMA PUBLIC SCHOOLS";0;"00412";"BROOKLYN ELEMENTARY SCHOOL";0
"11010-01181";"BENTON HARBOR AREA SCHOOLS - FAIR PLAIN WEST ELEMENTARY SCHOOL";"29020";"ASHLEY COMMUNITY SCHOOLS";0;"00413";"BROOKS ELEMENTARY SCHOOL";0
"11010-01629";"BENTON HARBOR AREA SCHOOLS - MORTON ELEMENTARY SCHOOL";"29040";"BRECKENRIDGE COMMUNITY SCHOOLS";0;"00415";"BROOKSIDE ELEMENTARY SCHOOL";0
"11010-01792";"BENTON HARBOR AREA SCHOOLS - HULL MIDDLE SCHOOL";"29050";"FULTON SCHOOLS";0;"00417";"BROOKSIDE SCHOOL";0
"11010-02068";"BENTON HARBOR AREA SCHOOLS - CREATIVE ARTS/GIFTED AND TALENTED ACADEMY";"29060";"ITHACA PUBLIC SCHOOLS";0;"00419";"BROOKWOOD ELEMENTARY";0
"11010-03502";"BENTON HARBOR AREA SCHOOLS - SORTER ELEMENTARY SCHOOL";"29100";"ST. LOUIS PUBLIC SCHOOLS";0;"00421";"BROWN CITY HIGH SCHOOL";0
"11010-06197";"BENTON HARBOR AREA SCHOOLS - MCCORD ELEMENTARY SCHOOL";"30000";"HILLSDALE ISD";0;"00422";"BROWN SCHOOL";0
"11010-07143";"BENTON HARBOR AREA SCHOOLS - FAIR PLAIN RENAISSANCE MIDDLE SCHOOL";"30010";"CAMDEN-FRONTIER SCHOOLS";0;"00424";"BROWNELL MIDDLE SCHOOL";0
"11010-09554";"BENTON HARBOR AREA SCHOOLS - FAIR PLAIN NORTHEAST ELEMENTARY SCHOOL";"30020";"HILLSDALE COMMUNITY SCHOOLS";0;"00425";"BROWNELL SCHOOL";0
"11010-09555";"BENTON HARBOR AREA SCHOOLS - MLK FRESHMAN ACADEMY";"30030";"JONESVILLE COMMUNITY SCHOOLS";0;"00426";"DORIS KLAUSSEN DEV. CENTER";0
"11010-09556";"BENTON HARBOR AREA SCHOOLS - FAIR PLAIN NORTHWEST LEARNING ACADEMY";"30040";"LITCHFIELD COMMUNITY SCHOOLS";0;"00432";"BRYANT MIDDLE SCHOOL";0
"11020-00000";"ST. JOSEPH PUBLIC SCHOOLS - ALL SCHOOLS";"30050";"NORTH ADAMS-JEROME SCHOOLS";0;"00434";"BRYANT SCHOOL";0
"11020-00422";"ST. JOSEPH PUBLIC SCHOOLS - BROWN SCHOOL";"30060";"PITTSFORD AREA SCHOOLS";0;"00435";"BUCHANAN HIGH SCHOOL";0
"11020-00992";"ST. JOSEPH PUBLIC SCHOOLS - CLARKE SCHOOL";"30070";"READING COMMUNITY SCHOOLS";0;"00436";"BUCHANAN SCHOOL";0
"11020-02211";"ST. JOSEPH PUBLIC SCHOOLS - LINCOLN SCHOOL";"30080";"WALDRON AREA SCHOOLS";0;"00438";"BUCKLEY COMMUNITY SCHOOLS";0
"11020-03793";"ST. JOSEPH PUBLIC SCHOOLS - ST. JOSEPH HIGH SCHOOL";"30901";"HILLSDALE PREPARATORY SCHOOL";0;"00439";"TUCKER ELEMENTARY SCHOOL";0
"11020-05793";"ST. JOSEPH PUBLIC SCHOOLS - UPTON MIDDLE SCHOOL";"30902";"WILL CARLETON CHARTER SCHOOL ACADEMY";0;"00440";"BUENA VISTA HIGH SCHOOL";0
"11030-00000";"LAKESHORE SCHOOL DISTRICT (BERRIEN) - ALL SCHOOLS";"31000";"COPPER COUNTRY ISD";0;"00441";"THELMA BUFFEY ELEMENTARY SCHOOL";0
"11030-01700";"LAKESHORE SCHOOL DISTRICT (BERRIEN) - HOLLYWOOD ELEMENTARY SCHOOL";"31010";"HANCOCK PUBLIC SCHOOLS";0;"00443";"BULLOCK CREEK HIGH SCHOOL";0
"11030-02095";"LAKESHORE SCHOOL DISTRICT (BERRIEN) - LAKESHORE HIGH SCHOOL";"31020";"ADAMS TOWNSHIP SCHOOL DISTRICT";0;"00445";"BULMAN SCHOOL";0
"11030-02097";"LAKESHORE SCHOOL DISTRICT (BERRIEN) - LAKESHORE MIDDLE SCHOOL";"31030";"PUBLIC SCHOOLS OF CALUMET";0;"00446";"BUNCHE ELEMENTARY SCHOOL";0
"11030-02098";"LAKESHORE SCHOOL DISTRICT (BERRIEN) - ROOSEVELT ELEMENTARY SCHOOL";"31050";"CHASSELL TOWNSHIP SCHOOL DISTRICT";0;"00454";"GROGAN ELEMENTARY SCHOOL";0
"11030-02099";"LAKESHORE SCHOOL DISTRICT (BERRIEN) - STEWART ELEMENTARY SCHOOL";"31070";"ELM RIVER TOWNSHIP SCHOOL DISTRICT";0;"00455";"BURNS PARK ELEMENTARY SCHOOL";0
"11033-00000";"RIVER VALLEY SCHOOL DISTRICT - ALL SCHOOLS";"31100";"DOLLAR BAY-TAMARACK CITY AREA SCHOOLS";0;"00456";"BURNS ELEMENTARY SCHOOL";0
"11033-00670";"RIVER VALLEY SCHOOL DISTRICT - CHIKAMING ELEMENTARY SCHOOL";"31110";"HOUGHTON-PORTAGE TOWNSHIP SCHOOLS";0;"00457";"BURR ELEMENTARY SCHOOL";0
"11033-03209";"RIVER VALLEY SCHOOL DISTRICT - RIVER VALLEY MIDDLE SCHOOL";"31130";"LAKE LINDEN-HUBBELL SCHOOL DISTRICT";0;"00458";"BURR OAK ELEMENTARY SCHOOL";0
"11033-03740";"RIVER VALLEY SCHOOL DISTRICT - RIVER VALLEY HIGH SCHOOL";"31140";"STANTON TOWNSHIP PUBLIC SCHOOLS";0;"00459";"BURR OAK HIGH SCHOOL";0
"11033-04180";"RIVER VALLEY SCHOOL DISTRICT - THREE OAKS ELEMENTARY SCHOOL";"32000";"HURON ISD";0;"00462";"BURSLEY SCHOOL";0
"11160-00000";"GALIEN TOWNSHIP SCHOOL DISTRICT - ALL SCHOOLS";"32010";"BAD AXE PUBLIC SCHOOLS";0;"00463";"BURT ELEMENTARY SCHOOL";0
"11160-01354";"GALIEN TOWNSHIP SCHOOL DISTRICT - WOLFORD ELEMENTARY SCHOOL";"32030";"CASEVILLE PUBLIC SCHOOLS";0;"00464";"BURTON ELEMENTARY SCHOOL";0
"11160-06934";"GALIEN TOWNSHIP SCHOOL DISTRICT - GALIEN TOWNSHIP MIDDLE SCHOOL";"32040";"CHURCH SCHOOL DISTRICT";0;"00467";"BURTON MIDDLE SCHOOL";0
"11160-09535";"GALIEN TOWNSHIP SCHOOL DISTRICT - GALIEN ALTERNATIVE EDUCATION SCHOOL";"32050";"ELKTON-PIGEON-BAY PORT LAKER SCHOOLS";0;"00468";"BURTON INTERNATIONAL SCHOOL";0
"11200-00000";"NEW BUFFALO AREA SCHOOLS - ALL SCHOOLS";"32060";"HARBOR BEACH COMMUNITY SCHOOLS";0;"00471";"BUTZEL ELEMENTARY/MIDDLE SCHOOL";0
"11200-02677";"NEW BUFFALO AREA SCHOOLS - NEW BUFFALO SENIOR HIGH SCHOOL";"32080";"NORTH HURON SCHOOL DISTRICT";0;"00472";"BYRON AREA HIGH SCHOOL";0
"11200-02678";"NEW BUFFALO AREA SCHOOLS - NEW BUFFALO ELEMENTARY SCHOOL";"32090";"OWENDALE-GAGETOWN AREA SCHOOLS";0;"00473";"BYRON AREA ELEMENTARY SCHOOL";0
"11200-08503";"NEW BUFFALO AREA SCHOOLS - NEW BUFFALO MIDDLE SCHOOL";"32130";"PORT HOPE COMMUNITY SCHOOLS";0;"00475";"BYRON CENTER HIGH SCHOOL";0
"11210-00000";"BRANDYWINE COMMUNITY SCHOOLS - ALL SCHOOLS";"32170";"UBLY COMMUNITY SCHOOLS";0;"00476";"BROWN ELEMENTARY SCHOOL";0
"11210-00386";"BRANDYWINE COMMUNITY SCHOOLS - BRANDYWINE ELEMENTARY SCHOOL";"32260";"COLFAX TOWNSHIP S/D #1F";0;"00479";"BRUNKOW ELEMENTARY SCHOOL";0
"11210-00387";"BRANDYWINE COMMUNITY SCHOOLS - BRANDYWINE SENIOR HIGH SCHOOL";"32610";"SIGEL TOWNSHIP S/D #3F";0;"00481";"C.L. PHELPS SCHOOL";0
"11210-08845";"BRANDYWINE COMMUNITY SCHOOLS - BRANDYWINE MIDDLE SCHOOL";"32620";"SIGEL TOWNSHIP S/D #4F";0;"00483";"C.W. NEFF ELEMENTARY SCHOOL";0
"11240-00000";"BERRIEN SPRINGS PUBLIC SCHOOLS - ALL SCHOOLS";"32630";"SIGEL TOWNSHIP S/D #6";0;"00484";"C.W. OTTO MIDDLE SCHOOL";0
"11240-00296";"BERRIEN SPRINGS PUBLIC SCHOOLS - BERRIEN SPRINGS MIDDLE SCHOOL";"32650";"VERONA TOWNSHIP S/D #1F";0;"00487";"CADILLAC JUNIOR HIGH SCHOOL";0
"11240-00297";"BERRIEN SPRINGS PUBLIC SCHOOLS - BERRIEN SPRINGS HIGH SCHOOL";"33000";"INGHAM ISD";0;"00491";"CALEDONIA HIGH SCHOOL";0
"11240-00299";"BERRIEN SPRINGS PUBLIC SCHOOLS - SYLVESTER ELEMENTARY SCHOOL";"33010";"EAST LANSING SCHOOL DISTRICT";0;"00492";"CALEDONIA ELEMENTARY SCHOOL";0
"11240-09086";"BERRIEN SPRINGS PUBLIC SCHOOLS - BERRIEN SPRINGS ALTERNATIVE EDUCATION CENTER";"33020";"LANSING PUBLIC SCHOOL DISTRICT";0;"00493";"LEE MIDDLE SCHOOL";0
"11250-00000";"EAU CLAIRE PUBLIC SCHOOLS - ALL SCHOOLS";"33040";"DANSVILLE SCHOOLS";0;"00495";"KRAFT MEADOWS MIDDLE SCHOOL";0
"11250-01061";"EAU CLAIRE PUBLIC SCHOOLS - EAU CLAIRE HIGH SCHOOL";"33060";"HASLETT PUBLIC SCHOOLS";0;"00497";"CALUMET HIGH SCHOOL";0
"11250-02288";"EAU CLAIRE PUBLIC SCHOOLS - LYBROOK ELEMENTARY SCHOOL";"33070";"HOLT PUBLIC SCHOOLS";0;"00500";"CALVIN BRITAIN ELEMENTARY SCHOOL";0
"11300-00000";"NILES COMMUNITY SCHOOL DISTRICT - ALL SCHOOLS";"33100";"LESLIE PUBLIC SCHOOLS";0;"00502";"COOLIDGE INTERMEDIATE SCHOOL";0
"11300-00184";"NILES COMMUNITY SCHOOL DISTRICT - BALLARD ELEMENTARY SCHOOL";"33130";"MASON PUBLIC SCHOOLS (INGHAM)";0;"00504";"CAMDEN-FRONTIER HIGH SCHOOL";0
"11300-01056";"NILES COMMUNITY SCHOOL DISTRICT - EASTSIDE ELEMENTARY SCHOOL";"33170";"OKEMOS PUBLIC SCHOOLS";0;"00505";"CAMDEN-FRONTIER ELEM. SCHOOL";0
"11300-01771";"NILES COMMUNITY SCHOOL DISTRICT - HOWARD COMMUNITY SCHOOL";"33200";"STOCKBRIDGE COMMUNITY SCHOOLS";0;"00508";"CAMPAU PARK SCHOOL";0
"11300-02704";"NILES COMMUNITY SCHOOL DISTRICT - NILES SENIOR HIGH SCHOOL";"33215";"WAVERLY COMMUNITY SCHOOLS";0;"00509";"CAMPBELL ELEMENTARY SCHOOL";0
"11300-02796";"NILES COMMUNITY SCHOOL DISTRICT - OAK MANOR SIXTH GRADE CENTER";"33220";"WEBBERVILLE COMMUNITY SCHOOLS";0;"00510";"CAMPBELL ELEMENTARY SCHOOL";0
"11300-03204";"NILES COMMUNITY SCHOOL DISTRICT - RING LARDNER MIDDLE SCHOOL";"33230";"WILLIAMSTON COMMUNITY SCHOOLS";0;"00511";"CAMPBELL ELEMENTARY SCHOOL";0
"11300-03546";"NILES COMMUNITY SCHOOL DISTRICT - SOUTHSIDE SPECIAL EDUC SCHOOL";"33901";"COLE ACADEMY";0;"00518";"CAPAC ELEMENTARY SCHOOL";0
"11300-06635";"NILES COMMUNITY SCHOOL DISTRICT - CEDAR LANE SCHOOL";"33902";"EL-HAJJ MALIK EL-SHABAZZ ACADEMY";0;"00519";"CAPAC HIGH SCHOOL";0
"11310-00000";"BUCHANAN COMMUNITY SCHOOLS - ALL SCHOOLS";"33904";"MID-MICHIGAN LEADERSHIP ACADEMY";0;"00521";"CAPAC MIDDLE SCHOOL";0
"11310-00435";"BUCHANAN COMMUNITY SCHOOLS - BUCHANAN HIGH SCHOOL";"33906";"WHITE PINE ACADEMY";0;"00522";"SANDBURG ELEMENTARY SCHOOL";0
"11310-01528";"BUCHANAN COMMUNITY SCHOOLS - STARK ELEMENTARY SCHOOL";"33907";"CAPITAL AREA ACADEMY";0;"00525";"OSCAR A. CARLSON HIGH SCHOOL";0
"11310-02583";"BUCHANAN COMMUNITY SCHOOLS - MOCCASIN ELEMENTARY SCHOOL";"33908";"NEW CITY ACADEMY";0;"00527";"CARNEY-NADEAU SCHOOL";0
"11310-05325";"BUCHANAN COMMUNITY SCHOOLS - OTTAWA ELEMENTARY SCHOOL";"33909";"WINDEMERE PARK CHARTER ACADEMY";0;"00528";"SCHALL ELEMENTARY SCHOOL";0
"11310-06444";"BUCHANAN COMMUNITY SCHOOLS - BUCHANAN MIDDLE SCHOOL";"34000";"IONIA ISD";0;"00529";"CARO HIGH SCHOOL";0
"11320-00000";"WATERVLIET SCHOOL DISTRICT - ALL SCHOOLS";"34010";"IONIA PUBLIC SCHOOLS";0;"00530";"CARPENTER ROAD SCHOOL";0
"11320-02722";"WATERVLIET SCHOOL DISTRICT - NORTH ELEMENTARY SCHOOL";"34040";"PALO COMMUNITY SCHOOL DISTRICT";0;"00532";"CARPENTER SCHOOL";0
"11320-04398";"WATERVLIET SCHOOL DISTRICT - WATERVLIET SENIOR HIGH SCHOOL";"34080";"BELDING AREA SCHOOL DISTRICT";0;"00533";"CARPENTER SCHOOL";0
"11320-08622";"WATERVLIET SCHOOL DISTRICT - WATERVLIET MIDDLE SCHOOL";"34090";"LAKEWOOD PUBLIC SCHOOLS";0;"00534";"OAKRIDGE UPPER ELEMENTARY SCHOOL";0
"11330-00000";"COLOMA COMMUNITY SCHOOLS - ALL SCHOOLS";"34110";"PORTLAND PUBLIC SCHOOL DISTRICT";0;"00536";"CARROLLTON HIGH SCHOOL";0
"11330-00752";"COLOMA COMMUNITY SCHOOLS - COLOMA ELEMENTARY SCHOOL";"34120";"SARANAC COMMUNITY SCHOOLS";0;"00538";"CARSON CITY ELEMENTARY SCHOOL";0
"11330-00754";"COLOMA COMMUNITY SCHOOLS - COLOMA JUNIOR HIGH SCHOOL";"34140";"BERLIN TOWNSHIP S/D #3";0;"00539";"CARSON CITY-CRYSTAL HIGH SCHOOL";0
"11330-04733";"COLOMA COMMUNITY SCHOOLS - COLOMA MIDDLE SCHOOL";"34340";"EASTON TOWNSHIP S/D #6";0;"00540";"CARSONVILLE-PORT SANILAC ELEMENTARY SCHOOL";0
"11340-00000";"BRIDGMAN PUBLIC SCHOOLS - ALL SCHOOLS";"34360";"IONIA TOWNSHIP S/D #2";0;"00541";"CARSONVILLE-PORT SANILAC H.S.";0
"11340-00400";"BRIDGMAN PUBLIC SCHOOLS - BRIDGMAN ELEMENTARY SCHOOL";"35010";"OSCODA AREA SCHOOLS";0;"00542";"CARSTENS ELEMENTARY SCHOOL";0
"11340-00401";"BRIDGMAN PUBLIC SCHOOLS - BRIDGMAN HIGH SCHOOL";"35020";"HALE AREA SCHOOLS";0;"00543";"CARTER ELEMENTARY SCHOOL";0
"11340-06196";"BRIDGMAN PUBLIC SCHOOLS - F.C. REED MIDDLE SCHOOL";"35030";"TAWAS AREA SCHOOLS";0;"00545";"BAYLOR WOODSON ELEMENTARY SCHOOL";0
"11670-00000";"HAGAR TOWNSHIP S/D #6 - ALL SCHOOLS";"35040";"WHITTEMORE-PRESCOTT AREA SCHOOLS";0;"00546";"CARVER ELEMENTARY SCHOOL";0
